# time, north, east, depth, roll, pitch, yaw, vnorth, veast, vup, altitude
1623628918.312 516.737 1814.710 2.018 -4.456 -1.881 192.545 0.003 -0.008 -0.032 1.753
1623628918.912 516.740 1814.705 2.060 3.189 0.022 192.205 0.007 -0.010 -0.031 2.385
1623628919.112 516.740 1814.705 2.060 3.189 0.022 192.205 0.007 -0.010 -0.031 2.385
1623628919.312 516.740 1814.705 2.060 3.189 0.022 192.205 0.007 -0.010 -0.031 2.385
1623628919.512 516.740 1814.705 2.060 3.189 0.022 192.205 0.007 -0.010 -0.031 2.385
1623628920.312 516.750 1814.689 2.057 2.914 4.537 201.041 0.005 -0.014 -0.020 1.443
1623629471.912 502.150 1813.827 112.608 -1.780 1.730 302.278 -0.149 0.018 -0.279 9.982
1623629472.112 502.111 1813.832 112.681 -1.760 1.710 302.171 -0.149 0.016 -0.278 9.921
1623629472.312 502.057 1813.838 112.797 -1.777 1.703 300.990 -0.145 0.013 -0.276 9.870
1623629472.512 502.034 1813.841 112.840 -1.838 1.690 300.522 -0.144 0.018 -0.273 9.842
1623629472.712 502.034 1813.841 112.840 -1.838 1.690 300.522 -0.144 0.018 -0.273 9.827
1623629472.912 501.997 1813.846 112.911 -1.919 1.710 299.076 -0.144 0.017 -0.274 9.803
1623629473.112 501.960 1813.851 112.983 -1.949 1.759 298.040 -0.141 0.020 -0.274 9.790
1623629473.312 501.960 1813.851 112.983 -1.949 1.759 298.040 -0.141 0.020 -0.274 9.785
1623629473.512 501.960 1813.851 112.983 -1.949 1.759 298.040 -0.141 0.020 -0.274 9.784
1623629473.712 501.879 1813.866 113.170 -2.049 1.959 296.701 -0.135 0.030 -0.276 9.630
1623629473.912 501.844 1813.874 113.242 -1.881 1.920 295.402 -0.135 0.029 -0.275 9.583
1623629474.112 501.809 1813.883 113.313 -1.770 1.969 294.280 -0.130 0.034 -0.272 9.579
1623629474.312 501.809 1813.883 113.313 -1.770 1.969 294.280 -0.130 0.034 -0.272 9.583
1623629474.512 501.776 1813.891 113.384 -1.670 2.029 293.173 -0.124 0.032 -0.274 9.469
1623629474.712 501.745 1813.902 113.455 -1.540 2.060 292.115 -0.121 0.043 -0.274 9.463
1623629474.912 501.714 1813.913 113.557 -1.480 2.099 290.690 -0.118 0.046 -0.269 9.367
1623629475.112 501.714 1813.913 113.557 -1.480 2.099 290.690 -0.118 0.046 -0.269 9.274
1623629475.312 501.714 1813.913 113.557 -1.480 2.099 290.690 -0.118 0.046 -0.269 9.240
1623629475.512 501.714 1813.913 113.557 -1.480 2.099 290.690 -0.118 0.046 -0.269 9.227
1623629475.712 501.622 1813.958 113.777 -1.349 2.020 286.184 -0.110 0.055 -0.268 9.110
1623629475.912 501.598 1813.971 113.835 -1.378 1.971 284.848 -0.118 0.063 -0.273 8.990
1623629476.112 501.576 1813.983 113.913 -1.368 1.972 284.053 -0.119 0.061 -0.274 8.941
1623629476.312 501.568 1813.988 113.933 -1.517 1.891 283.587 -0.118 0.063 -0.273 8.855
1623629476.512 501.568 1813.988 113.933 -1.517 1.891 283.587 -0.118 0.063 -0.273 8.823
1623629476.712 501.568 1813.988 113.933 -1.517 1.891 283.587 -0.118 0.063 -0.273 8.812
1623629476.912 501.499 1814.027 114.091 -1.868 1.830 281.496 -0.120 0.071 -0.273 8.790
1623629477.112 501.468 1814.045 114.161 -1.780 1.681 279.546 -0.124 0.063 -0.277 8.711
1623629477.312 501.436 1814.061 114.232 -1.750 1.650 278.451 -0.127 0.060 -0.277 8.687
1623629477.512 501.405 1814.077 114.311 -1.691 1.649 277.271 -0.119 0.060 -0.279 8.614
1623629477.712 501.405 1814.077 114.311 -1.691 1.649 277.271 -0.119 0.060 -0.279 8.547
1623629477.912 501.374 1814.093 114.383 -1.561 1.650 276.211 -0.127 0.062 -0.281 8.505
1623629478.112 501.341 1814.108 114.455 -1.421 1.660 275.106 -0.128 0.059 -0.282 8.449
1623629478.312 501.309 1814.123 114.525 -1.271 1.680 274.205 -0.131 0.055 -0.282 8.355
1623629478.512 501.309 1814.123 114.525 -1.271 1.680 274.205 -0.131 0.055 -0.282 8.290
1623629478.712 501.265 1814.143 114.614 -1.132 1.699 272.652 -0.128 0.058 -0.283 8.322
